row_index,confidence,Mfg_Part_Num,Part_Desc,BRAND_NAME,MANUFACTURER_NAME,Classpath,SHORT_DESC,INVOICE_DESC,invoice_chars,MOBILE_DESC,mobile_chars,review_reasons
693,0.683,156436WHT,156436 Wh 4x4x120 Post Wrap,DSI Westbury,DSI Westbury,,"DSI Westbury 156436WHT White Post Wrap, White, 4 in Width, 4 in Length",WHT POST WRAP WHT 4IN 4IN,25,"DSI Westbury, White Post Wrap, 156436WHT, White, 4 in Width, 4 in Length",72,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
796,0.683,XRU23SM1,"XRU23SM1 Makita 18V 13"" - String Trimmer Kit",Makita®,Makita Corporation of America,,"Makita® XRU23SM1 Makita String Trimmer, 13 in Width",MAKITA STRING TRIMMER 13IN 18V,30,"Makita Corporation of America Makita, Makita String Trimmer, XRU23SM1",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
822,0.683,XNB04Z,"XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)",Makita®,Makita Corporation of America,,"Makita® XNB04Z Nailer GA Bare, 2 in Width",NAILER GA BARE 2IN 18V,22,"Makita Corporation of America Makita, Nailer GA Bare, XNB04Z",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
823,0.683,XNB05Z,"XNB05Z Makita 18V 2-1/2"" Straight Finish Nailer 16GA",Makita®,Makita Corporation of America,,"Makita® XNB05Z Finish Nailer GA, 2-1/2 in Width",FINISH NAILER GA 2-1/2IN 18V,28,"Makita Corporation of America Makita, Finish Nailer GA, XNB05Z",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
824,0.683,XNB06Z,"XNB06Z Makita 18V 2-1/2"" Angled Finish Nailer 16GA",Makita®,Makita Corporation of America,,"Makita® XNB06Z Finish Nailer GA, 2-1/2 in Width",FINISH NAILER GA 2-1/2IN 18V,28,"Makita Corporation of America Makita, Finish Nailer GA, XNB06Z",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
860,0.683,XTS02Z,"XTS02Z Makita 18V 1/4"" Narrow Crown Stapler 18GA",Makita®,Makita Corporation of America,,"Makita® XTS02Z Crown Stapler GA, 1/4 in Width",CROWN STAPLER GA 1/4IN 18V,26,"Makita Corporation of America Makita, Crown Stapler GA, XTS02Z",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
873,0.683,XLT03Z,"XLT03Z Makita 3/8"" 18V Angle Impact",Makita®,Makita Corporation of America,,"Makita® XLT03Z Makita Angle Impact, 3/8 in Width",MAKITA ANGLE IMPACT 3/8IN 18V,29,"Makita Corporation of America Makita, Makita Angle Impact, XLT03Z",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
874,0.683,XLT04Z,"XLT04Z Makita 1/4"" 18V Angle Impact",Makita®,Makita Corporation of America,,"Makita® XLT04Z Makita Angle Impact, 1/4 in Width",MAKITA ANGLE IMPACT 1/4IN 18V,29,"Makita Corporation of America Makita, Makita Angle Impact, XLT04Z",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
875,0.683,XLT05Z,"XLT05Z Makita 1/2"" 18V Angle Impact",Makita®,Makita Corporation of America,,"Makita® XLT05Z Makita Angle Impact, 1/2 in Width",MAKITA ANGLE IMPACT 1/2IN 18V,29,"Makita Corporation of America Makita, Makita Angle Impact, XLT05Z",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
674,0.683,d10cnk,"D10CNK Prebena 1/2""x3/8"" - Staple",Prebena,Prebena,,"Prebena d10cnk Prebena Staple, 1/2 in Width, 3/8 in Length",PREBENA STAPLE 1/2IN 3/8IN,26,"Prebena, Prebena Staple, d10cnk, 1/2 in Width, 3/8 in Length",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
675,0.683,e28cnkha,"E28CNKHA Prebena 2/4""x1 1/8"" - Staple",Prebena,Prebena,,"Prebena e28cnkha Prebena Staple, 2/4 in Width, 1 1/8 in Length",PREBENA STAPLE 2/4IN 1 1/8IN,28,"Prebena, Prebena Staple, e28cnkha, 2/4 in Width, 1 1/8 in Length",64,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
732,0.684,F200B-21L,F200B-21L Milw M12 Womens - BLK Heated Hoodie Kit L,Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® F200B-21L Black Heated Hoodie, Black",BLK HEATED HOODIE BLK,21,"Milwaukee Electric Tool Corporation Milwaukee, Black Heated Hoodie, F200B-21L",77,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
733,0.684,F200B-21M,F200B-21M Milw M12 Womens - BLK Heated Hoodie Kit M,Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® F200B-21M Black Heated Hoodie, Black",BLK HEATED HOODIE BLK,21,"Milwaukee Electric Tool Corporation Milwaukee, Black Heated Hoodie, F200B-21M",77,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
734,0.684,M200B-21L,M200B-21L Milw M12 BLK - Heated Hoodie Kit L,Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® M200B-21L Black Heated Hoodie, Black",BLK HEATED HOODIE BLK,21,"Milwaukee Electric Tool Corporation Milwaukee, Black Heated Hoodie, M200B-21L",77,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
735,0.684,M200B-21M,M200B-21M Milw M12 BLK - Heated Hoodie Kit M,Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® M200B-21M Black Heated Hoodie, Black",BLK HEATED HOODIE BLK,21,"Milwaukee Electric Tool Corporation Milwaukee, Black Heated Hoodie, M200B-21M",77,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
736,0.684,M200B-21XL,M200B-21XL Milw M12 BLK - Heated Hoodie Kit XL,Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® M200B-21XL Heated Hoodie XL, Black",HEATED HOODIE XL BLK,20,"Milwaukee Electric Tool Corporation Milwaukee, Heated Hoodie XL, M200B-21XL",75,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
685,0.684,XLC10ZW,XLC10ZW Makita 18V Cordless Vacuum (Bare),Makita®,Makita Corporation of America,,Makita® XLC10ZW Cordless Vacuum Bare,CRDLS VACUUM BARE 18V,21,"Makita Corporation of America Makita, Cordless Vacuum Bare, XLC10ZW",67,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
690,0.684,DCGG581B,DCGG581B Dewalt 20V Grease Gun 2-Speed,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCGG581B Grease Gun Speed,GREASE GUN SPEED 20V,20,"Stanley Black & Decker Inc DEWALT, Grease Gun Speed, DCGG581B",61,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
691,0.684,DCGG581GD1,DCGG581GD1 Dewalt 20V Grease Gun 2-Speed Kit,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCGG581GD1 Grease Gun Speed,GREASE GUN SPEED 20V,20,"Stanley Black & Decker Inc DEWALT, Grease Gun Speed, DCGG581GD1",63,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
692,0.684,DWST41092,"DWST41092 Dewalt Tool Chest 41"" Bottom",DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DWST41092 Tool Chest Bottom, 41 in Width",TOOL CHEST BOTTOM 41IN,22,"Stanley Black & Decker Inc DEWALT, Tool Chest Bottom, DWST41092",63,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
764,0.684,MLSQ0120,"MLSQ0120 Milw 12"" RafterSquare",Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® MLSQ0120 Milw RafterSquare, 12 in Width",MILW RAFTERSQUARE 12IN,22,"Milwaukee Electric Tool Corporation Milwaukee, Milw RafterSquare, MLSQ0120",74,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
787,0.684,42-04-9107,"42-04-9107 Milw 3/8"" Drive Universal Joint",Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® 42-04-9107 Drive Universal Joint, 3/8 in Width",DRIVE UNIV JOINT 3/8IN,22,"Milwaukee Electric Tool Corporation Milwaukee, Drive Universal Joint, 42-04-9107",80,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
798,0.684,XRU23Z,XRU23Z Makita 18V Trimmer Tool - Only,Makita®,Makita Corporation of America,,Makita® XRU23Z Makita Trimmer Tool,MAKITA TRIMMER TOOL 18V,23,"Makita Corporation of America Makita, Makita Trimmer Tool, XRU23Z",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
800,0.684,DCBL724B,DCBL724B Dewalt 20V Max XR Blower (Bare),DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCBL724B XR Blower Bare,XR BLOWER BARE 20V,18,"Stanley Black & Decker Inc DEWALT, XR Blower Bare, DCBL724B, 20 V",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
806,0.684,3033-21,"3033-21 Milw M18 24"" - Hedge Trimmer Kit",Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® 3033-21 Milw Hedge Trimmer, 24 in Width",MILW HEDGE TRIMMER 24IN,23,"Milwaukee Electric Tool Corporation Milwaukee, Milw Hedge Trimmer, 3033-21",74,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
812,0.684,KPTDR050A,KPTDR050A Kreg 20V Ionic Compact Drill,Kreg®,Kreg Tool Company,,Kreg® KPTDR050A Ionic Compact Drill,IONIC COMPACT DRILL 20V,23,"Kreg Tool Company Kreg, Ionic Compact Drill, KPTDR050A, 20 V",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
825,0.684,XNB07Z,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),Makita®,Makita Corporation of America,,Makita® XNB07Z BL Nailer Bare,BL NAILER BARE 18V,18,"Makita Corporation of America Makita, BL Nailer Bare, XNB07Z",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
828,0.684,XRF03Z,XRF03Z Makita 18V Screwdriver - Autofeed,Makita®,Makita Corporation of America,,Makita® XRF03Z Makita Screwdriver Autofeed,MAKITA SCREWDRIVER AUTOFEED 18V,31,"Makita Corporation of America Makita, Makita Screwdriver Autofeed, XRF03Z",73,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
872,0.684,DCF921P2,DCF921P2 Dewalt 20V 1/2 Impact,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCF921P2 Dewalt Impact,DEWALT IMPACT 20V,17,"Stanley Black & Decker Inc DEWALT, Dewalt Impact, DCF921P2, 20 V",64,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
877,0.684,3052-20,"3052-20 Milw M12 Fuel 1/4"" Rachet",Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® 3052-20 Milw Fuel Rachet, 1/4 in Width",MILW FUEL RACHET 1/4IN,22,"Milwaukee Electric Tool Corporation Milwaukee, Milw Fuel Rachet, 3052-20",72,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
879,0.684,DCF513EB,"DCF513EB Dewalt 3/8"" Open Head Rachet",DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DCF513EB Open Head Rachet, 3/8 in Width",OPEN HEAD RACHET 3/8IN,22,"Stanley Black & Decker Inc DEWALT, Open Head Rachet, DCF513EB",61,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
889,0.684,DCW620B,DCW620B Dewalt 20V Plunge - Router,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCW620B Dewalt Plunge Router,DEWALT PLUNGE ROUTER 20V,24,"Stanley Black & Decker Inc DEWALT, Dewalt Plunge Router, DCW620B",64,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
946,0.684,XRJ08Z,XRJ08Z Makita 18V Recip Saw - Bare Tool,Makita®,Makita Corporation of America,,Makita® XRJ08Z Saw Bare Tool,SAW BARE TOOL 18V,17,"Makita Corporation of America Makita, Saw Bare Tool, XRJ08Z, 18 V",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
897,0.684,578800,578800 Festool 80x133 M GR PRO/10,Festool®,Festool USA,,"Festool® 578800 Festool GR PRO, 80 in Width, 133 in Length",FESTOOL GR PRO 80IN 133IN,25,"Festool, Festool GR PRO, 578800, 80 in Width, 133 in Length, 80 in x 133 in",75,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
898,0.684,578801,578801 Festool 80x133 F GR PRO/10,Festool®,Festool USA,,"Festool® 578801 Festool GR PRO, 80 in Width, 133 in Length",FESTOOL GR PRO 80IN 133IN,25,"Festool, Festool GR PRO, 578801, 80 in Width, 133 in Length, 80 in x 133 in",75,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
899,0.684,578802,578802 Festool 80x133 S GR PRO/10,Festool®,Festool USA,,"Festool® 578802 Festool GR PRO, 80 in Width, 133 in Length",FESTOOL GR PRO 80IN 133IN,25,"Festool, Festool GR PRO, 578802, 80 in Width, 133 in Length, 80 in x 133 in",75,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
900,0.684,578808,578808 Festool 3x4 M GR PRO/10,Festool®,Festool USA,,"Festool® 578808 Festool GR PRO, 3 in Width, 4 in Length",FESTOOL GR PRO 3IN 4IN,22,"Festool, Festool GR PRO, 578808, 3 in Width, 4 in Length, 3 in x 4 in",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
901,0.684,578809,578809 Festool 3x4 F GR PRO/10,Festool®,Festool USA,,"Festool® 578809 Festool GR PRO, 3 in Width, 4 in Length",FESTOOL GR PRO 3IN 4IN,22,"Festool, Festool GR PRO, 578809, 3 in Width, 4 in Length, 3 in x 4 in",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
902,0.684,578810,578810 Festool 3x4 S GR PRO/10,Festool®,Festool USA,,"Festool® 578810 Festool GR PRO, 3 in Width, 4 in Length",FESTOOL GR PRO 3IN 4IN,22,"Festool, Festool GR PRO, 578810, 3 in Width, 4 in Length, 3 in x 4 in",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
903,0.684,578811,578811 Festool 3x4 GR PRO/10-Set,Festool®,Festool USA,,"Festool® 578811 GR PRO Set, 3 in Width, 4 in Length",GR PRO SET 3IN 4IN,18,"Festool, GR PRO Set, 578811, 3 in Width, 4 in Length, 3 in x 4 in",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
869,0.685,DCF961B,"Dewalt DCF961B 20V 1/2"" Impact - Bare Tool",DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DCF961B Impact Bare Tool, 1/2 in Width",IMPACT BARE TOOL 1/2IN 20V,26,"Stanley Black & Decker Inc DEWALT, Impact Bare Tool, DCF961B",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
789,0.685,DWMT45422,"DWMT45422 Dewalt 1/4"" Drive - 50pc Mechanics Set",DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DWMT45422 Pc Mechanics Set, 1/4 in Width",PC MECHANICS SET 1/4IN 50PC,27,"Stanley Black & Decker Inc DEWALT, Pc Mechanics Set, DWMT45422",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
790,0.685,DWMT45424,"DWMT45424 Dewalt 3/8"" Drive - 84pc Mechanics Set",DEWALT®,Stanley Black & Decker Inc,,"DEWALT® DWMT45424 Pc Mechanics Set, 3/8 in Width",PC MECHANICS SET 3/8IN 84PC,27,"Stanley Black & Decker Inc DEWALT, Pc Mechanics Set, DWMT45424",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
982,0.685,DCK2101QQ2,Dewalt DCK2101QQ2 20V 2Pc Kit,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCK2101QQ2 Decking QQ Pc,DECKING QQ PC 20V 2PC,21,"Stanley Black & Decker Inc DEWALT, Decking QQ Pc, DCK2101QQ2",60,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
976,0.685,578512,578512 Festool Dust Extractor-CT MIDI I HEPA,Festool®,Festool USA,,Festool® Dust Extractor Series 578512 Extractor-CT MIDI HEPA,EXTRACTOR-CT MIDI HEPA,22,"Festool, Extractor-CT MIDI HEPA, Dust Extractor Series, 578512",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
977,0.685,577871,577871 Festool Dust Extractor - CT 26,Festool®,Festool USA,,Festool® Dust Extractor Series 577871 Dust Extractor CT,DUST EXTRACTOR CT,17,"Festool USA Festool, Dust Extractor CT, Dust Extractor Series, 577871",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
978,0.685,577874,577874 Festool Dust Extractor - CT 36,Festool®,Festool USA,,Festool® Dust Extractor Series 577874 Dust Extractor CT,DUST EXTRACTOR CT,17,"Festool USA Festool, Dust Extractor CT, Dust Extractor Series, 577874",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
979,0.685,577876,577876 Festool Dust Extractor - CT 48,Festool®,Festool USA,,Festool® Dust Extractor Series 577876 Dust Extractor CT,DUST EXTRACTOR CT,17,"Festool USA Festool, Dust Extractor CT, Dust Extractor Series, 577876",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
980,0.685,578441,578441 Festool Dust Extractor-CT 15 HEPA,Festool®,Festool USA,,Festool® Dust Extractor Series 578441 Dust Extractor-CT HEPA,DUST EXTRACTOR-CT HEPA,22,"Festool, Dust Extractor-CT HEPA, Dust Extractor Series, 578441",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
761,0.685,25168,25168 Mason Line Brd Green - 250',CENTURY COMPONENTS,CENTURY COMPONENTS,,"CENTURY COMPONENTS 25168 Line Brd Green, Green, 250 ft Length",LINE BRD GREEN GREEN 250FT,26,"CENTURY COMPONENTS, Line Brd Green, 25168, Green, 250 ft Length",63,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
688,0.685,48-22-8396R,48-22-8396R Milw 24oz Bottle - Insulated,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-8396R Oz Bottle Insulated,OZ BOTTLE INSULATED,19,"Milwaukee Electric Tool Corporation Milwaukee, Oz Bottle Insulated, 48-22-8396R",79,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
689,0.685,48-22-8397R,48-22-8397R Milw 36oz Bottle - Insulated,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-8397R Oz Bottle Insulated,OZ BOTTLE INSULATED,19,"Milwaukee Electric Tool Corporation Milwaukee, Oz Bottle Insulated, 48-22-8397R",79,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
699,0.685,48-22-3301,48-22-3301 Milw Mechanical Pencil w/ Lead Pack,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-3301 Pencil Lead Pack,PENCIL LEAD PACK,16,"Milwaukee Electric Tool Corporation Milwaukee, Pencil Lead Pack, 48-22-3301",75,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
700,0.685,48-22-3302,48-22-3302 Milw Mechanical Pencil Replacement Lead,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-3302 Pencil Replacement Lead,PENCIL REPL LEAD,16,"Milwaukee Electric Tool Corporation Milwaukee, Pencil Replacement Lead",70,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
701,0.685,48-22-3303,48-22-3303 Milw Mechanical Pencil Replacement Lead-Color,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-22-3303 Pencil Replacement Lead-Color,PENCIL REPL LEAD-COLOR,22,"Milwaukee Electric Tool Corporation Milwaukee, Pencil Replacement Lead-Color",76,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
731,0.685,DPG15,DPG15 Dewalt AM/FM Hearing Protector,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DPG15 FM Hearing Protector,FM HEARING PROTECTOR,20,"Stanley Black & Decker Inc DEWALT, FM Hearing Protector, DPG15",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
740,0.685,48-11-2330,48-11-2330 Milw Heated Gear Power Source,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 48-11-2330 Gear Power Source,GEAR POWER SOURCE,17,"Milwaukee Electric Tool Corporation Milwaukee, Gear Power Source, 48-11-2330",76,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
743,0.685,3200-20,3200-20 Milw Voltage Detector,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 3200-20 Milw Voltage Detector,MILW VOLTAGE DETECTOR,21,"Milwaukee Electric Tool Corporation Milwaukee, Milw Voltage Detector, 3200-20",77,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
797,0.685,XRU15PT1,XRU15PT1 Makita String Trimmer,Makita®,Makita Corporation of America,,Makita® XRU15PT1 Makita String Trimmer,MAKITA STRING TRIMMER,21,"Makita Corporation of America Makita, Makita String Trimmer, XRU15PT1",69,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
799,0.685,0887-20,0887-20 Milw M18 Brushless Precision Blower,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 0887-20 Brushless Precision Blower,BRUSHLESS PRECISION BLOWER,26,"Milwaukee Electric Tool Corporation Milwaukee, Brushless Precision Blower",73,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
801,0.685,2954-20,2954-20 Milw M18 Bluetooth Jobsite Speaker,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 2954-20 Bluetooth Jobsite Speaker,BLUETOOTH JOBSITE SPEAKER,25,"Milwaukee Electric Tool Corporation Milwaukee, Bluetooth Jobsite Speaker",72,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
802,0.685,2955-20,2955-20 Milw M12 Bluetooth - Jobsite Speaker w/Packout,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 2955-20 Jobsite Speaker Packout,JOBSITE SPEAKER PACKOUT,23,"Milwaukee Electric Tool Corporation Milwaukee, Jobsite Speaker Packout, 2955-20",79,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
819,0.685,2541-20,2541-20 Milw M12 - Compact Brad Nailer (Bare),Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 2541-20 Brad Nailer Bare,BRAD NAILER BARE,16,"Milwaukee Electric Tool Corporation Milwaukee, Brad Nailer Bare, 2541-20",72,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
826,0.685,DZN930,DZN930 Dewalt 30 Degree - Framing Magazine,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DZN930 Degree Framing Magazine,DEGREE FRAMING MAGAZINE,23,"Stanley Black & Decker Inc DEWALT, Degree Framing Magazine, DZN930",66,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
862,0.685,2761-20,"2761-20 Milw M18 1/4"" Hex Hydraulic Driver",Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 2761-20 Hex Hydraulic Driver,HEX HYDRAULIC DRIVER,20,"Milwaukee Electric Tool Corporation Milwaukee, Hex Hydraulic Driver, 2761-20",76,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
863,0.685,2761-22,2761-22 Milw M18 Surge Kit,Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 2761-22 Milw Surge,MILW SURGE,10,"Milwaukee Electric Tool Corporation Milwaukee, Milw Surge, 2761-22",66,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
878,0.685,3054-20,"3054-20 Milw M12 1/2"" Ratchet (Bare)",Milwaukee®,Milwaukee Electric Tool Corporation,,Milwaukee® 3054-20 Milw Ratchet Bare,MILW RATCHET BARE,17,"Milwaukee Electric Tool Corporation Milwaukee, Milw Ratchet Bare, 3054-20",73,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
612,0.686,WC1V12W-SG-UPC,WC1V12WSGUPC 1G Cover Wh,Southwire®,Southwire Company LLC,,"Southwire® WC1V12W-SG-UPC WSGUPC Cover White, White",WSGUPC COVER WHT WHT,20,"Southwire Company LLC Southwire, WSGUPC Cover White, WC1V12W-SG-UPC",67,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
753,0.686,DCLE34520GB,DCLE34520GB Dewalt Laser 20V - Cross Line 5 Spot (Bare),DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCLE34520GB Line Spot Bare,LINE SPOT BARE 20V,18,"Stanley Black & Decker Inc DEWALT, Line Spot Bare, DCLE34520GB",62,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
754,0.686,DCLE34031B,DCLE34031B Dewalt Line Laser - 20V Self-Leveling (Bare),DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCLE34031B Laser Self-Leveling Bare,LASER SELF-LEVELING BARE 20V,28,"Stanley Black & Decker Inc DEWALT, Laser Self-Leveling Bare, DCLE34031B",71,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
805,0.686,3033-20,"3033-20 Milw M18 24"" - Hedge Trimmer",Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® 3033-20 Milw Hedge Trimmer, 24 in Width",MILW HEDGE TRIMMER 24IN,23,"Milwaukee Electric Tool Corporation Milwaukee, Milw Hedge Trimmer, 3033-20",74,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
807,0.686,3034-20,"3034-20 Milw M18 30"" - Hedge Trimmer",Milwaukee®,Milwaukee Electric Tool Corporation,,"Milwaukee® 3034-20 Milw Hedge Trimmer, 30 in Width",MILW HEDGE TRIMMER 30IN,23,"Milwaukee Electric Tool Corporation Milwaukee, Milw Hedge Trimmer, 3034-20",74,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
820,0.686,DCN930B,DCN930B Dewalt 20V 30 Degree - Framing Nailer,DEWALT®,Stanley Black & Decker Inc,,DEWALT® DCN930B Degree Framing Nailer,DEGREE FRAMING NAILER 20V,25,"Stanley Black & Decker Inc DEWALT, Degree Framing Nailer, DCN930B",65,"Classpath is empty | no taxonomy match, so the attribute contract and all five descriptions fall back to the generic template"
